fecha,campaña,tipo,concepto,cliente_proveedor,importe,moneda,vencimiento,estado,banco_caja,categoria_flujo
2024-04-12,2024,Egreso,Sueldos administración,Contaduría Castillo,1470501.55,ARS,2024-04-27,Pendiente,Banco Galicia,Operaciones
2024-04-12,2024,Egreso,Viajes comerciales,Broker Comercial Citrus,791316.56,ARS,2024-04-30,Pagado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Al Salam Trading,5517111.97,ARS,2024-05-08,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Al Salam Trading,4533436.57,ARS,2024-05-02,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Citrus World Ltd,8491206.38,ARS,2024-05-15,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Citrus World Ltd,3215237.15,ARS,2024-05-08,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Citrus World Ltd,3290065.01,ARS,2024-05-17,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Fischer Import GmbH,2217951.67,ARS,2024-05-19,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Fischer Import GmbH,3509164.81,ARS,2024-05-22,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Fischer Import GmbH,6835835.3,ARS,2024-05-04,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Fischer Import GmbH,2063366.08,ARS,2024-05-16,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Fischer Import GmbH,7655631.84,ARS,2024-05-15,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,8249183.94,ARS,2024-05-18,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,3315349.67,ARS,2024-05-06,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,5134995.38,ARS,2024-05-08,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,2828663.99,ARS,2024-05-04,Pendiente,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,6117047.84,ARS,2024-05-04,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,3512547.38,ARS,2024-05-10,Vencido,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Exportación,Medifresh SA,2612160.78,ARS,2024-05-03,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,354059.2,ARS,2024-05-20,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,373691.85,ARS,2024-05-04,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,382465.73,ARS,2024-05-05,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,439465.75,ARS,2024-05-16,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,419887.91,ARS,2024-05-14,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,365030.66,ARS,2024-05-21,Vencido,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,490492.08,ARS,2024-05-21,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,255747.44,ARS,2024-05-22,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Citromax SA,270294.97,ARS,2024-05-18,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,201605.62,ARS,2024-05-04,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,179397.19,ARS,2024-05-20,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,277630.04,ARS,2024-05-23,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,290966.11,ARS,2024-05-03,Pendiente,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,224184.82,ARS,2024-05-22,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,169827.65,ARS,2024-05-23,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,225244.5,ARS,2024-05-12,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,176077.98,ARS,2024-05-11,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,1189629.36,ARS,2024-04-27,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,1383584.49,ARS,2024-05-05,Pendiente,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,537173.84,ARS,2024-05-04,Pendiente,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,810069.27,ARS,2024-04-24,Pendiente,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,370183.11,ARS,2024-05-01,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,607958.54,ARS,2024-05-06,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1433611.57,ARS,2024-04-28,Pendiente,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1330216.91,ARS,2024-04-28,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1011878.82,ARS,2024-05-04,Cobrado,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1127947.49,ARS,2024-04-30,Cobrado,Caja Operativa,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,855676.54,ARS,2024-04-27,Vencido,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1394077.31,ARS,2024-05-04,Cobrado,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,La Morenita SA,607093.31,ARS,2024-05-02,Cobrado,Banco Galicia,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,1333544.33,ARS,2024-05-05,Vencido,Banco Nación,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,1868923.99,ARS,2024-05-03,Pendiente,Banco BBVA,Operaciones
2024-04-12,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,1233671.63,ARS,2024-04-25,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Certificaciones,Promoción de Mercados SA,968048.38,ARS,2024-05-01,Vencido,Banco BBVA,Operaciones
2024-04-19,2024,Egreso,Comisiones,Broker Comercial Citrus,995595.02,ARS,2024-04-25,Pagado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Control de calidad,Envases del Tucumán,6768388.04,ARS,2024-04-27,Pagado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Despacho aduana,Despachos del NOA,4047551.49,ARS,2024-04-28,Pagado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Energía,TecnoPacking SRL,7343970.74,ARS,2024-04-25,Pagado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Envases y embalajes,Energía Tucumán SA,6318255.76,ARS,2024-05-03,Pagado,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Fitosanitarios,Servicios Rurales del NOA,4143026.62,ARS,2024-04-26,Pagado,Banco BBVA,Operaciones
2024-04-19,2024,Egreso,Flete exportación,Transportes del Norte SA,8131925.94,ARS,2024-04-30,Pagado,Banco BBVA,Operaciones
2024-04-19,2024,Egreso,Flete interno,FríoAndes Logística,8611658.8,ARS,2024-05-04,Pagado,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Frigorífico,FríoAndes Logística,4218424.77,ARS,2024-05-02,Pagado,Banco BBVA,Operaciones
2024-04-19,2024,Egreso,Gastos generales,AFIP,1531875.33,ARS,2024-05-05,Pagado,Banco BBVA,Impuestos
2024-04-19,2024,Egreso,Honorarios,DGR Tucumán,1099392.24,ARS,2024-05-03,Pagado,Caja Operativa,Impuestos
2024-04-19,2024,Egreso,Impuestos,DGR Tucumán,1505303.06,ARS,2024-05-12,Pagado,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Insumos agrícolas,Cooperativa Citrícola,3315375.61,ARS,2024-05-06,Pagado,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Mano de obra cosecha,Cooperativa Citrícola,6880108.77,ARS,2024-05-04,Pagado,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Mano de obra empaque,Energía Tucumán SA,3884222.09,ARS,2024-04-27,Pendiente,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Mantenimiento líneas,Energía Tucumán SA,5895156.07,ARS,2024-05-03,Pendiente,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Maquinaria,Cooperativa Citrícola,10326214.32,ARS,2024-04-25,Pendiente,Banco Galicia,Operaciones
2024-04-19,2024,Egreso,Promoción comercial,Promoción de Mercados SA,587435.32,ARS,2024-04-29,Pagado,Banco BBVA,Operaciones
2024-04-19,2024,Egreso,Riego,Cooperativa Citrícola,2971464.89,ARS,2024-05-04,Pendiente,Banco Nación,Operaciones
2024-04-19,2024,Egreso,Seguros,Contaduría Castillo,1061847.3,ARS,2024-05-04,Pagado,Banco Nación,Impuestos
2024-04-19,2024,Egreso,Sueldos administración,AFIP,1164179.48,ARS,2024-05-09,Pagado,Caja Operativa,Impuestos
2024-04-19,2024,Egreso,Viajes comerciales,Broker Comercial Citrus,1131705.86,ARS,2024-05-05,Pendiente,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Al Salam Trading,4133411.1,ARS,2024-05-19,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Al Salam Trading,2277928.37,ARS,2024-05-23,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Citrus World Ltd,7721132.46,ARS,2024-05-16,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Citrus World Ltd,3920591.66,ARS,2024-05-11,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Citrus World Ltd,7355762.74,ARS,2024-05-11,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Citrus World Ltd,2620488.79,ARS,2024-05-18,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,7259068.2,ARS,2024-05-25,Vencido,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,4806161.89,ARS,2024-05-17,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,7565359.54,ARS,2024-05-15,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,9493211.91,ARS,2024-05-25,Pendiente,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,4980098.52,ARS,2024-05-12,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,8174844.21,ARS,2024-05-11,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Fischer Import GmbH,7393654.09,ARS,2024-05-07,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Medifresh SA,2032703.66,ARS,2024-05-19,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Medifresh SA,5871287.19,ARS,2024-05-20,Vencido,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Medifresh SA,2275333.94,ARS,2024-05-11,Pendiente,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Exportación,Medifresh SA,3983116.35,ARS,2024-05-27,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,379922.74,ARS,2024-05-13,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,282971.61,ARS,2024-05-17,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,149288.17,ARS,2024-05-22,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,203367.49,ARS,2024-06-01,Vencido,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,344508.77,ARS,2024-05-22,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,509006.93,ARS,2024-05-17,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,301522.7,ARS,2024-05-29,Pendiente,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Citromax SA,264703.44,ARS,2024-06-03,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,248948.21,ARS,2024-05-23,Vencido,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,278499.13,ARS,2024-05-10,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,432347.66,ARS,2024-05-27,Pendiente,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,293828.64,ARS,2024-05-31,Pendiente,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,290280.69,ARS,2024-06-02,Vencido,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,249758.21,ARS,2024-05-25,Pendiente,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,285421.12,ARS,2024-05-19,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,264976.13,ARS,2024-05-26,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,205399.29,ARS,2024-05-23,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,1010479.59,ARS,2024-05-06,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,749048.86,ARS,2024-05-12,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,681168.97,ARS,2024-05-12,Pendiente,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1507995.58,ARS,2024-05-08,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1337202.52,ARS,2024-05-10,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,758965.07,ARS,2024-05-07,Cobrado,Caja Operativa,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1270681.06,ARS,2024-05-13,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1099687.27,ARS,2024-05-04,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,1129878.87,ARS,2024-05-07,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,823397.06,ARS,2024-05-01,Cobrado,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,La Morenita SA,471134.59,ARS,2024-05-06,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,La Morenita SA,544933.43,ARS,2024-05-07,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1097618.62,ARS,2024-05-08,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,La Morenita SA,566976.39,ARS,2024-05-04,Pendiente,Banco Nación,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,810185.6,ARS,2024-05-11,Cobrado,Banco Galicia,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,666076.09,ARS,2024-05-12,Cobrado,Banco BBVA,Operaciones
2024-04-19,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,452148.46,ARS,2024-05-10,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Egreso,Certificaciones,Broker Comercial Citrus,1003320.61,ARS,2024-05-04,Pagado,Banco Galicia,Operaciones
2024-04-26,2024,Egreso,Comisiones,Certificaciones Global GAP,1214487.27,ARS,2024-05-06,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Control de calidad,Envases del Tucumán,4479165.46,ARS,2024-05-11,Pagado,Banco Nación,Operaciones
2024-04-26,2024,Egreso,Despacho aduana,Despachos del NOA,6426679.78,ARS,2024-05-02,Pagado,Banco Galicia,Operaciones
2024-04-26,2024,Egreso,Energía,Energía Tucumán SA,5197473.56,ARS,2024-05-02,Pagado,Caja Operativa,Operaciones
2024-04-26,2024,Egreso,Envases y embalajes,Envases del Tucumán,6183637.38,ARS,2024-05-09,Pendiente,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Fitosanitarios,Servicios Rurales del NOA,7751916.28,ARS,2024-05-14,Pagado,Banco Galicia,Operaciones
2024-04-26,2024,Egreso,Flete exportación,FríoAndes Logística,5350511.31,ARS,2024-05-07,Pagado,Caja Operativa,Operaciones
2024-04-26,2024,Egreso,Flete interno,Despachos del NOA,3994732.64,ARS,2024-05-13,Pendiente,Caja Operativa,Operaciones
2024-04-26,2024,Egreso,Frigorífico,Transportes del Norte SA,8060903.16,ARS,2024-05-11,Pagado,Banco Galicia,Operaciones
2024-04-26,2024,Egreso,Gastos generales,AFIP,1279734.59,ARS,2024-05-16,Pagado,Banco BBVA,Impuestos
2024-04-26,2024,Egreso,Honorarios,Contaduría Castillo,733258.61,ARS,2024-05-11,Pagado,Banco BBVA,Impuestos
2024-04-26,2024,Egreso,Impuestos,Contaduría Castillo,1604010.84,ARS,2024-05-09,Pagado,Banco Galicia,Impuestos
2024-04-26,2024,Egreso,Insumos agrícolas,Cooperativa Citrícola,3550259.05,ARS,2024-05-07,Pagado,Banco Galicia,Operaciones
2024-04-26,2024,Egreso,Mano de obra cosecha,Cooperativa Citrícola,4692286.94,ARS,2024-05-02,Pendiente,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Mano de obra empaque,Envases del Tucumán,7265563.36,ARS,2024-05-08,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Mantenimiento líneas,Energía Tucumán SA,5508891.35,ARS,2024-05-07,Pendiente,Caja Operativa,Operaciones
2024-04-26,2024,Egreso,Maquinaria,Agroinsumos SA,4569601.71,ARS,2024-05-01,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Promoción comercial,Certificaciones Global GAP,1038598.01,ARS,2024-05-12,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Riego,Servicios Rurales del NOA,6579854.4,ARS,2024-05-09,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Seguros,Contaduría Castillo,1506116.89,ARS,2024-05-17,Pagado,Banco BBVA,Operaciones
2024-04-26,2024,Egreso,Sueldos administración,Contaduría Castillo,1497922.17,ARS,2024-05-20,Pagado,Banco Nación,Operaciones
2024-04-26,2024,Egreso,Viajes comerciales,Promoción de Mercados SA,388253.87,ARS,2024-05-04,Pendiente,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Al Salam Trading,4091690.42,ARS,2024-05-15,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Al Salam Trading,1719531.7,ARS,2024-05-27,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Al Salam Trading,4947096.74,ARS,2024-05-15,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Al Salam Trading,6034876.65,ARS,2024-05-14,Pendiente,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Al Salam Trading,6028154.61,ARS,2024-05-16,Pendiente,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,5266327.68,ARS,2024-05-27,Pendiente,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,7218955.53,ARS,2024-05-15,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,4649887.13,ARS,2024-06-03,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,4070335.02,ARS,2024-05-29,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,2192531.85,ARS,2024-05-28,Vencido,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,2990229.65,ARS,2024-05-18,Pendiente,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Citrus World Ltd,3194117.58,ARS,2024-05-22,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Fischer Import GmbH,3753480.63,ARS,2024-05-18,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Fischer Import GmbH,8112319.75,ARS,2024-05-25,Pendiente,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Fischer Import GmbH,3320541.31,ARS,2024-06-02,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Medifresh SA,5259582.19,ARS,2024-06-01,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Exportación,Medifresh SA,7519397.06,ARS,2024-05-26,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,258126.39,ARS,2024-05-23,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,169325.14,ARS,2024-05-24,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,298392.18,ARS,2024-05-29,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,405062.63,ARS,2024-06-07,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,438135.35,ARS,2024-05-20,Vencido,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Citromax SA,276573.1,ARS,2024-05-18,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,234979.55,ARS,2024-05-19,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,334620.47,ARS,2024-05-22,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,292473.41,ARS,2024-05-22,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,224623.73,ARS,2024-06-06,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,217889.31,ARS,2024-06-08,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,327673.27,ARS,2024-05-25,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,288252.44,ARS,2024-06-04,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,194504.43,ARS,2024-06-08,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,277253.57,ARS,2024-06-10,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,281546.06,ARS,2024-06-09,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Industria,Frutales Tucumán SRL,233636.86,ARS,2024-06-05,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,1033466.55,ARS,2024-05-17,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Central de Frutas SA,1747847.14,ARS,2024-05-11,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,743083.57,ARS,2024-05-20,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,592241.34,ARS,2024-05-11,Pendiente,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Frutales del Norte SRL,510421.47,ARS,2024-05-18,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1782566.35,ARS,2024-05-17,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,829196.79,ARS,2024-05-11,Cobrado,Caja Operativa,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1603497.56,ARS,2024-05-07,Pendiente,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1243678.98,ARS,2024-05-19,Cobrado,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1814549.21,ARS,2024-05-06,Cobrado,Banco Nación,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,1207573.47,ARS,2024-05-17,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,La Morenita SA,506957.15,ARS,2024-05-10,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,777598.58,ARS,2024-05-17,Cobrado,Banco Galicia,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,466097.25,ARS,2024-05-13,Pendiente,Banco BBVA,Operaciones
2024-04-26,2024,Ingreso,Venta Mercado Interno,Supermercados Norte SA,667059.84,ARS,2024-05-14,Cobrado,Banco BBVA,Operaciones
