fecha,campaña,finca,lote,variedad,kg_ingresados,kg_exportables,kg_industria,kg_descarte,calibre,calidad,turno,linea,cajas_producidas,horas_operativas,costo_empaque,rendimiento_exportable_pct
2023-04-26,2023,Los Álamos,LA-01,Eureka,30361.0,21955.0,4399.0,4007.0,4,Segunda,Noche,Línea 3,1220.0,11.6,2173.2,72.3
2023-05-03,2023,Los Álamos,LA-01,Eureka,36321.0,26363.0,4982.0,4976.0,3,Primera,Mañana,Línea 3,1465.0,18.6,2827.39,72.6
2023-05-10,2023,Los Álamos,LA-01,Eureka,41856.0,30113.0,5767.0,5976.0,4,Primera,Tarde,Línea 1,1673.0,14.4,3098.55,71.9
2023-05-17,2023,Los Álamos,LA-01,Eureka,42468.0,30020.0,7010.0,5438.0,4,Segunda,Tarde,Línea 2,1668.0,15.9,2786.8,70.7
2023-05-24,2023,Los Álamos,LA-01,Eureka,44419.0,33105.0,6192.0,5122.0,5,Extra,Tarde,Línea 2,1839.0,20.6,3603.3,74.5
2023-05-31,2023,Los Álamos,LA-01,Eureka,40559.0,30433.0,6284.0,3842.0,2,Extra,Tarde,Línea 2,1691.0,16.4,3316.21,75.0
2023-06-07,2023,Los Álamos,LA-01,Eureka,38593.0,28647.0,5392.0,4554.0,3,Segunda,Noche,Línea 3,1592.0,17.4,3011.4,74.2
2023-06-14,2023,Los Álamos,LA-01,Eureka,40606.0,29440.0,6079.0,5087.0,6,Primera,Tarde,Línea 1,1636.0,14.2,2415.38,72.5
2023-06-21,2023,Los Álamos,LA-01,Eureka,41629.0,29874.0,7322.0,4433.0,6,Primera,Tarde,Línea 3,1660.0,17.3,2915.55,71.8
2023-06-28,2023,Los Álamos,LA-01,Eureka,45273.0,34066.0,6904.0,4303.0,4,Primera,Noche,Línea 2,1893.0,17.5,3444.95,75.2
2023-07-05,2023,Los Álamos,LA-01,Eureka,41024.0,31143.0,5173.0,4708.0,4,Primera,Mañana,Línea 1,1730.0,22.1,2588.56,75.9
2023-07-12,2023,Los Álamos,LA-01,Eureka,38461.0,29326.0,5342.0,3793.0,5,Segunda,Tarde,Línea 3,1629.0,14.4,3057.4,76.2
2023-07-19,2023,Los Álamos,LA-01,Eureka,45985.0,32989.0,6661.0,6335.0,6,Extra,Tarde,Línea 3,1833.0,21.5,3044.69,71.7
2023-07-26,2023,Los Álamos,LA-01,Eureka,41441.0,31831.0,5213.0,4397.0,4,Primera,Mañana,Línea 1,1768.0,16.5,2932.15,76.8
2023-08-02,2023,Los Álamos,LA-01,Eureka,29946.0,22475.0,4312.0,3159.0,4,Primera,Mañana,Línea 1,1249.0,14.8,1820.66,75.1
2023-08-09,2023,Los Álamos,LA-01,Eureka,28638.0,19771.0,4572.0,4295.0,3,Primera,Noche,Línea 3,1098.0,10.2,2113.71,69.0
2023-08-16,2023,Los Álamos,LA-01,Eureka,29132.0,22686.0,4473.0,1973.0,5,Segunda,Noche,Línea 1,1260.0,13.4,1918.14,77.9
2023-08-23,2023,Los Álamos,LA-01,Eureka,30029.0,22559.0,4758.0,2712.0,5,Segunda,Tarde,Línea 3,1253.0,15.2,2157.42,75.1
2023-08-30,2023,Los Álamos,LA-01,Eureka,29207.0,21459.0,4709.0,3039.0,4,Extra,Noche,Línea 3,1192.0,15.0,2155.75,73.5
2023-09-06,2023,Los Álamos,LA-01,Eureka,20056.0,13879.0,3054.0,3123.0,6,Extra,Tarde,Línea 2,771.0,7.7,1305.9,69.2
2023-09-13,2023,Los Álamos,LA-01,Eureka,20702.0,14644.0,3195.0,2863.0,4,Primera,Noche,Línea 3,814.0,10.2,1226.93,70.7
2023-09-20,2023,Los Álamos,LA-01,Eureka,19969.0,14383.0,2903.0,2683.0,4,Primera,Tarde,Línea 3,799.0,7.8,1279.39,72.0
2023-09-27,2023,Los Álamos,LA-01,Eureka,24721.0,17793.0,3846.0,3082.0,3,Segunda,Noche,Línea 1,988.0,10.7,1648.93,72.0
2023-10-04,2023,Los Álamos,LA-01,Eureka,8848.0,6104.0,1366.0,1378.0,4,Segunda,Noche,Línea 2,339.0,4.5,612.29,69.0
2023-10-11,2023,Los Álamos,LA-01,Eureka,10183.0,6773.0,1897.0,1513.0,6,Primera,Tarde,Línea 2,376.0,4.5,684.61,66.5
2023-10-18,2023,Los Álamos,LA-01,Eureka,9840.0,6361.0,1941.0,1538.0,7,Segunda,Noche,Línea 1,353.0,4.5,791.23,64.6
2023-10-25,2023,Los Álamos,LA-01,Eureka,11557.0,7839.0,1919.0,1799.0,6,Extra,Tarde,Línea 2,436.0,5.2,852.37,67.8
2023-11-01,2023,Los Álamos,LA-01,Eureka,3306.0,2139.0,623.0,544.0,5,Primera,Noche,Línea 1,119.0,4.5,224.89,64.7
2023-11-08,2023,Los Álamos,LA-01,Eureka,3623.0,2407.0,570.0,646.0,4,Primera,Mañana,Línea 3,134.0,4.5,258.02,66.4
2023-11-15,2023,Los Álamos,LA-01,Eureka,4258.0,2862.0,785.0,611.0,3,Primera,Noche,Línea 1,159.0,4.5,285.13,67.2
2023-11-22,2023,Los Álamos,LA-01,Eureka,4142.0,2623.0,792.0,727.0,6,Segunda,Noche,Línea 2,146.0,4.5,247.21,63.3
2023-11-29,2023,Los Álamos,LA-01,Eureka,4089.0,2516.0,720.0,853.0,2,Primera,Mañana,Línea 1,140.0,4.5,241.28,61.5
2023-03-01,2023,Los Álamos,LA-02,Lisbon,7399.0,4727.0,1270.0,1402.0,4,Extra,Noche,Línea 3,263.0,4.5,559.04,63.9
2023-03-08,2023,Los Álamos,LA-02,Lisbon,6771.0,4472.0,1293.0,1006.0,5,Primera,Mañana,Línea 2,248.0,4.5,541.64,66.0
2023-03-15,2023,Los Álamos,LA-02,Lisbon,7824.0,5255.0,1355.0,1214.0,7,Primera,Noche,Línea 3,292.0,4.5,534.25,67.2
2023-03-22,2023,Los Álamos,LA-02,Lisbon,6571.0,4080.0,1143.0,1348.0,5,Segunda,Noche,Línea 1,227.0,4.5,466.32,62.1
2023-03-29,2023,Los Álamos,LA-02,Lisbon,6865.0,4485.0,1152.0,1228.0,4,Segunda,Tarde,Línea 3,249.0,4.5,477.92,65.3
2023-04-05,2023,Los Álamos,LA-02,Lisbon,18891.0,12651.0,3314.0,2926.0,5,Primera,Noche,Línea 1,703.0,7.7,1113.48,67.0
2023-04-12,2023,Los Álamos,LA-02,Lisbon,19363.0,13800.0,2954.0,2609.0,4,Extra,Tarde,Línea 3,767.0,7.3,1497.35,71.3
2023-04-19,2023,Los Álamos,LA-02,Lisbon,17840.0,11733.0,3348.0,2759.0,4,Primera,Noche,Línea 3,652.0,7.4,1458.74,65.8
2023-04-26,2023,Los Álamos,LA-02,Lisbon,17109.0,12097.0,2487.0,2525.0,5,Primera,Tarde,Línea 3,672.0,5.8,1066.72,70.7
2023-05-03,2023,Los Álamos,LA-02,Lisbon,28410.0,20574.0,4186.0,3650.0,3,Primera,Tarde,Línea 1,1143.0,11.4,1932.24,72.4
2023-05-10,2023,Los Álamos,LA-02,Lisbon,25779.0,18932.0,4323.0,2524.0,5,Extra,Tarde,Línea 3,1052.0,12.9,1738.39,73.4
2023-05-17,2023,Los Álamos,LA-02,Lisbon,28170.0,19299.0,4903.0,3968.0,7,Extra,Tarde,Línea 3,1072.0,10.5,1744.07,68.5
2023-05-24,2023,Los Álamos,LA-02,Lisbon,24683.0,16973.0,4480.0,3230.0,6,Primera,Mañana,Línea 2,943.0,8.2,1680.2,68.8
2023-05-31,2023,Los Álamos,LA-02,Lisbon,27352.0,18717.0,4671.0,3964.0,2,Primera,Mañana,Línea 3,1040.0,11.1,1605.22,68.4
2023-06-07,2023,Los Álamos,LA-02,Lisbon,31348.0,21570.0,4647.0,5131.0,2,Primera,Mañana,Línea 3,1198.0,11.8,2117.38,68.8
2023-06-14,2023,Los Álamos,LA-02,Lisbon,26915.0,19651.0,3880.0,3384.0,5,Extra,Tarde,Línea 2,1092.0,10.3,1736.44,73.0
2023-06-21,2023,Los Álamos,LA-02,Lisbon,29541.0,20361.0,4824.0,4356.0,3,Primera,Mañana,Línea 3,1131.0,10.2,2284.57,68.9
2023-06-28,2023,Los Álamos,LA-02,Lisbon,27677.0,19561.0,4797.0,3319.0,3,Primera,Tarde,Línea 3,1087.0,9.4,1668.61,70.7
2023-07-05,2023,Los Álamos,LA-02,Lisbon,26771.0,19327.0,3690.0,3754.0,5,Extra,Mañana,Línea 3,1074.0,11.0,1836.77,72.2
2023-07-12,2023,Los Álamos,LA-02,Lisbon,35237.0,24159.0,5941.0,5137.0,6,Primera,Mañana,Línea 1,1342.0,15.9,2527.48,68.6
2023-07-19,2023,Los Álamos,LA-02,Lisbon,29137.0,20416.0,4467.0,4254.0,6,Segunda,Mañana,Línea 2,1134.0,12.3,1975.57,70.1
2023-07-26,2023,Los Álamos,LA-02,Lisbon,33592.0,23540.0,4835.0,5217.0,5,Segunda,Tarde,Línea 2,1308.0,14.0,2510.39,70.1
2023-08-02,2023,Los Álamos,LA-02,Lisbon,22922.0,16139.0,4065.0,2718.0,2,Primera,Mañana,Línea 1,897.0,10.0,1456.0,70.4
2023-08-09,2023,Los Álamos,LA-02,Lisbon,26056.0,17793.0,4564.0,3699.0,6,Primera,Mañana,Línea 2,988.0,8.9,1932.16,68.3
2023-08-16,2023,Los Álamos,LA-02,Lisbon,26634.0,18725.0,4161.0,3748.0,4,Primera,Tarde,Línea 2,1040.0,9.9,1717.77,70.3
2023-08-23,2023,Los Álamos,LA-02,Lisbon,25426.0,17127.0,4004.0,4295.0,4,Extra,Tarde,Línea 2,952.0,8.1,2071.07,67.4
2023-08-30,2023,Los Álamos,LA-02,Lisbon,24515.0,17585.0,3649.0,3281.0,7,Primera,Noche,Línea 3,977.0,10.1,1786.29,71.7
2023-09-06,2023,Los Álamos,LA-02,Lisbon,16125.0,10878.0,2647.0,2600.0,4,Primera,Noche,Línea 1,604.0,6.0,1264.42,67.5
2023-09-13,2023,Los Álamos,LA-02,Lisbon,15816.0,10948.0,2650.0,2218.0,5,Primera,Mañana,Línea 3,608.0,5.6,923.48,69.2
2023-09-20,2023,Los Álamos,LA-02,Lisbon,18671.0,12744.0,3435.0,2492.0,4,Primera,Tarde,Línea 1,708.0,6.0,1214.69,68.3
2023-09-27,2023,Los Álamos,LA-02,Lisbon,18185.0,12432.0,2767.0,2986.0,5,Primera,Mañana,Línea 2,691.0,8.3,1482.07,68.4
2023-10-04,2023,Los Álamos,LA-02,Lisbon,8678.0,5459.0,1549.0,1670.0,5,Primera,Tarde,Línea 1,303.0,4.5,627.09,62.9
2023-10-11,2023,Los Álamos,LA-02,Lisbon,6773.0,4037.0,1267.0,1469.0,3,Segunda,Mañana,Línea 3,224.0,4.5,429.62,59.6
2023-10-18,2023,Los Álamos,LA-02,Lisbon,8147.0,5578.0,1407.0,1162.0,5,Segunda,Mañana,Línea 3,310.0,4.5,515.29,68.5
2023-10-25,2023,Los Álamos,LA-02,Lisbon,8616.0,5737.0,1340.0,1539.0,5,Primera,Mañana,Línea 1,319.0,4.5,570.31,66.6
2023-11-01,2023,Los Álamos,LA-02,Lisbon,2343.0,1472.0,420.0,451.0,6,Primera,Tarde,Línea 3,82.0,4.5,136.66,62.8
2023-11-08,2023,Los Álamos,LA-02,Lisbon,2254.0,1402.0,417.0,435.0,2,Primera,Tarde,Línea 2,78.0,4.5,140.18,62.2
2023-11-15,2023,Los Álamos,LA-02,Lisbon,2772.0,1700.0,580.0,492.0,4,Segunda,Tarde,Línea 3,94.0,4.5,220.01,61.3
2023-11-22,2023,Los Álamos,LA-02,Lisbon,2645.0,1589.0,471.0,585.0,4,Primera,Mañana,Línea 1,88.0,4.5,175.05,60.1
2023-11-29,2023,Los Álamos,LA-02,Lisbon,2850.0,1767.0,496.0,587.0,2,Primera,Tarde,Línea 3,98.0,4.5,185.37,62.0
2023-03-01,2023,Los Álamos,LA-03,Génova,5074.0,2881.0,1077.0,1116.0,3,Segunda,Tarde,Línea 1,160.0,4.5,409.48,56.8
2023-03-08,2023,Los Álamos,LA-03,Génova,4870.0,2770.0,953.0,1147.0,7,Primera,Noche,Línea 2,154.0,4.5,359.82,56.9
2023-03-15,2023,Los Álamos,LA-03,Génova,4634.0,2753.0,922.0,959.0,4,Primera,Mañana,Línea 1,153.0,4.5,283.74,59.4
2023-03-22,2023,Los Álamos,LA-03,Génova,5379.0,2872.0,1252.0,1255.0,7,Primera,Mañana,Línea 3,160.0,4.5,325.33,53.4
2023-03-29,2023,Los Álamos,LA-03,Génova,4682.0,2601.0,885.0,1196.0,7,Segunda,Tarde,Línea 3,144.0,4.5,311.63,55.6
2023-04-05,2023,Los Álamos,LA-03,Génova,14683.0,8985.0,2828.0,2870.0,3,Primera,Noche,Línea 1,499.0,4.5,1189.08,61.2
2023-04-12,2023,Los Álamos,LA-03,Génova,13178.0,8005.0,2472.0,2701.0,6,Segunda,Tarde,Línea 2,445.0,4.5,887.27,60.7
2023-04-19,2023,Los Álamos,LA-03,Génova,12931.0,7551.0,2490.0,2890.0,5,Primera,Mañana,Línea 1,420.0,5.1,804.9,58.4
2023-04-26,2023,Los Álamos,LA-03,Génova,13272.0,8384.0,2714.0,2174.0,4,Primera,Mañana,Línea 3,466.0,4.6,1028.57,63.2
2023-05-03,2023,Los Álamos,LA-03,Génova,18485.0,11632.0,3356.0,3497.0,5,Segunda,Tarde,Línea 3,646.0,6.2,1374.78,62.9
2023-05-10,2023,Los Álamos,LA-03,Génova,21088.0,12739.0,4147.0,4202.0,7,Extra,Tarde,Línea 3,708.0,6.7,1577.69,60.4
2023-05-17,2023,Los Álamos,LA-03,Génova,19659.0,12487.0,3608.0,3564.0,6,Primera,Noche,Línea 3,694.0,6.5,1432.36,63.5
2023-05-24,2023,Los Álamos,LA-03,Génova,18081.0,11129.0,3517.0,3435.0,3,Segunda,Tarde,Línea 2,618.0,5.5,1133.86,61.6
2023-05-31,2023,Los Álamos,LA-03,Génova,21975.0,12823.0,4052.0,5100.0,5,Primera,Mañana,Línea 3,712.0,7.3,1583.38,58.4
2023-06-07,2023,Los Álamos,LA-03,Génova,21877.0,14538.0,3577.0,3762.0,6,Extra,Noche,Línea 2,808.0,7.8,1699.44,66.5
2023-06-14,2023,Los Álamos,LA-03,Génova,22952.0,15882.0,3969.0,3101.0,5,Segunda,Noche,Línea 3,882.0,10.0,1500.75,69.2
2023-06-21,2023,Los Álamos,LA-03,Génova,25394.0,16344.0,4826.0,4224.0,4,Primera,Mañana,Línea 3,908.0,9.8,1863.49,64.4
2023-06-28,2023,Los Álamos,LA-03,Génova,23495.0,15675.0,4261.0,3559.0,4,Segunda,Tarde,Línea 2,871.0,8.7,1564.93,66.7
2023-07-05,2023,Los Álamos,LA-03,Génova,20853.0,13047.0,4113.0,3693.0,6,Primera,Tarde,Línea 3,725.0,6.8,1375.31,62.6
2023-07-12,2023,Los Álamos,LA-03,Génova,26605.0,16791.0,5190.0,4624.0,4,Segunda,Tarde,Línea 1,933.0,9.7,1806.34,63.1
2023-07-19,2023,Los Álamos,LA-03,Génova,24422.0,15641.0,4900.0,3881.0,5,Primera,Noche,Línea 1,869.0,9.3,1452.84,64.0
2023-07-26,2023,Los Álamos,LA-03,Génova,22377.0,13662.0,3981.0,4734.0,4,Segunda,Noche,Línea 2,759.0,7.3,1833.71,61.1
2023-08-02,2023,Los Álamos,LA-03,Génova,18068.0,10801.0,3809.0,3458.0,7,Segunda,Noche,Línea 1,600.0,6.3,1215.88,59.8
2023-08-09,2023,Los Álamos,LA-03,Génova,22003.0,13532.0,4311.0,4160.0,3,Segunda,Noche,Línea 2,752.0,9.3,1705.88,61.5
2023-08-16,2023,Los Álamos,LA-03,Génova,20958.0,14296.0,3600.0,3062.0,6,Primera,Tarde,Línea 3,794.0,8.4,1385.62,68.2
2023-08-23,2023,Los Álamos,LA-03,Génova,20437.0,12414.0,3657.0,4366.0,2,Segunda,Tarde,Línea 3,690.0,6.4,1287.78,60.7
2023-08-30,2023,Los Álamos,LA-03,Génova,22603.0,14599.0,4141.0,3863.0,7,Primera,Noche,Línea 3,811.0,8.8,1746.59,64.6
2023-09-06,2023,Los Álamos,LA-03,Génova,14837.0,8982.0,2904.0,2951.0,5,Primera,Tarde,Línea 1,499.0,4.5,1001.67,60.5
2023-09-13,2023,Los Álamos,LA-03,Génova,12251.0,7270.0,2459.0,2522.0,5,Primera,Mañana,Línea 3,404.0,5.0,986.81,59.3
2023-09-20,2023,Los Álamos,LA-03,Génova,12901.0,7357.0,2805.0,2739.0,4,Segunda,Mañana,Línea 2,409.0,5.0,895.9,57.0
2023-09-27,2023,Los Álamos,LA-03,Génova,12644.0,7350.0,2762.0,2532.0,7,Primera,Mañana,Línea 3,408.0,4.9,998.92,58.1
2023-10-04,2023,Los Álamos,LA-03,Génova,6673.0,3947.0,1377.0,1349.0,3,Primera,Mañana,Línea 2,219.0,4.5,451.96,59.1
2023-10-11,2023,Los Álamos,LA-03,Génova,5361.0,3075.0,1085.0,1201.0,4,Extra,Mañana,Línea 2,171.0,4.5,433.24,57.4
2023-10-18,2023,Los Álamos,LA-03,Génova,6351.0,3689.0,1171.0,1491.0,7,Primera,Noche,Línea 1,205.0,4.5,411.09,58.1
2023-10-25,2023,Los Álamos,LA-03,Génova,6708.0,3605.0,1322.0,1781.0,6,Segunda,Tarde,Línea 1,200.0,4.5,534.34,53.7
2023-11-01,2023,Los Álamos,LA-03,Génova,2398.0,1411.0,471.0,516.0,6,Primera,Tarde,Línea 2,78.0,4.5,186.3,58.8
2023-11-08,2023,Los Álamos,LA-03,Génova,2056.0,1189.0,419.0,448.0,7,Primera,Mañana,Línea 2,66.0,4.5,150.41,57.9
2023-11-15,2023,Los Álamos,LA-03,Génova,2363.0,1267.0,501.0,595.0,5,Segunda,Mañana,Línea 2,70.0,4.5,167.74,53.6
2023-11-22,2023,Los Álamos,LA-03,Génova,1907.0,1101.0,361.0,445.0,3,Primera,Tarde,Línea 3,61.0,4.5,138.27,57.8
2023-11-29,2023,Los Álamos,LA-03,Génova,2379.0,1424.0,439.0,516.0,6,Primera,Mañana,Línea 1,79.0,4.5,142.56,59.8
2023-03-01,2023,Río Ancho,RA-01,Eureka,19003.0,12391.0,3299.0,3313.0,4,Segunda,Tarde,Línea 2,688.0,8.6,1283.6,65.2
2023-03-08,2023,Río Ancho,RA-01,Eureka,16208.0,10556.0,2815.0,2837.0,4,Primera,Tarde,Línea 1,586.0,5.3,996.59,65.1
2023-03-15,2023,Río Ancho,RA-01,Eureka,20213.0,13506.0,3550.0,3157.0,4,Primera,Tarde,Línea 2,750.0,6.6,1442.99,66.8
2023-03-22,2023,Río Ancho,RA-01,Eureka,19740.0,12765.0,3233.0,3742.0,6,Primera,Noche,Línea 3,709.0,8.9,1232.7,64.7
2023-03-29,2023,Río Ancho,RA-01,Eureka,20421.0,13331.0,3288.0,3802.0,5,Primera,Mañana,Línea 2,741.0,8.7,1246.63,65.3
2023-04-05,2023,Río Ancho,RA-01,Eureka,7718.0,5600.0,1150.0,968.0,6,Primera,Noche,Línea 1,311.0,4.5,574.4,72.6
2023-04-05,2023,Río Ancho,RA-01,Eureka,43270.0,30144.0,7185.0,5941.0,3,Primera,Tarde,Línea 1,1675.0,20.7,2514.01,69.7
2023-04-12,2023,Río Ancho,RA-01,Eureka,25591.0,17394.0,4322.0,3875.0,2,Primera,Noche,Línea 3,966.0,10.2,1499.02,68.0
2023-04-12,2023,Río Ancho,RA-01,Eureka,23804.0,16848.0,4034.0,2922.0,4,Primera,Tarde,Línea 2,936.0,10.3,1605.24,70.8
2023-04-19,2023,Río Ancho,RA-01,Eureka,46624.0,33461.0,6728.0,6435.0,7,Primera,Tarde,Línea 3,1859.0,16.9,3462.35,71.8
2023-04-26,2023,Río Ancho,RA-01,Eureka,30103.0,21085.0,4716.0,4302.0,5,Primera,Mañana,Línea 3,1171.0,10.7,2463.04,70.0
2023-04-26,2023,Río Ancho,RA-01,Eureka,23823.0,16583.0,4265.0,2975.0,4,Primera,Mañana,Línea 1,921.0,8.3,1510.18,69.6
2023-05-03,2023,Río Ancho,RA-01,Eureka,36010.0,26630.0,5168.0,4212.0,4,Primera,Noche,Línea 3,1479.0,13.8,2451.57,74.0
2023-05-03,2023,Río Ancho,RA-01,Eureka,36201.0,25835.0,6217.0,4149.0,4,Segunda,Noche,Línea 3,1435.0,13.0,2852.43,71.4
2023-05-10,2023,Río Ancho,RA-01,Eureka,2764.0,2098.0,387.0,279.0,2,Primera,Noche,Línea 3,117.0,4.5,226.42,75.9
2023-05-10,2023,Río Ancho,RA-01,Eureka,53567.0,35975.0,9584.0,8008.0,5,Primera,Tarde,Línea 1,1999.0,21.3,3277.88,67.2
2023-05-17,2023,Río Ancho,RA-01,Eureka,3102.0,2210.0,514.0,378.0,4,Primera,Noche,Línea 2,123.0,4.5,211.06,71.2
2023-05-17,2023,Río Ancho,RA-01,Eureka,52864.0,36881.0,8844.0,7139.0,3,Primera,Mañana,Línea 3,2049.0,20.3,3270.96,69.8
2023-05-24,2023,Río Ancho,RA-01,Eureka,27777.0,20665.0,3604.0,3508.0,3,Extra,Mañana,Línea 1,1148.0,12.5,2131.19,74.4
2023-05-24,2023,Río Ancho,RA-01,Eureka,34962.0,24707.0,5283.0,4972.0,4,Extra,Tarde,Línea 3,1373.0,13.0,2503.89,70.7
2023-05-31,2023,Río Ancho,RA-01,Eureka,38897.0,27197.0,5971.0,5729.0,7,Segunda,Tarde,Línea 1,1511.0,15.9,2815.49,69.9
2023-05-31,2023,Río Ancho,RA-01,Eureka,32239.0,23409.0,4706.0,4124.0,5,Primera,Tarde,Línea 3,1300.0,16.6,2253.82,72.6
2023-06-07,2023,Río Ancho,RA-01,Eureka,15580.0,11701.0,2079.0,1800.0,4,Primera,Noche,Línea 2,650.0,6.7,937.82,75.1
2023-06-07,2023,Río Ancho,RA-01,Eureka,62564.0,46177.0,9550.0,6837.0,6,Primera,Mañana,Línea 3,2565.0,27.2,4411.58,73.8
2023-06-14,2023,Río Ancho,RA-01,Eureka,55002.0,40741.0,9097.0,5164.0,5,Segunda,Mañana,Línea 2,2263.0,22.2,4259.57,74.1
2023-06-14,2023,Río Ancho,RA-01,Eureka,6174.0,4704.0,945.0,525.0,3,Extra,Tarde,Línea 1,261.0,4.5,442.87,76.2
2023-06-21,2023,Río Ancho,RA-01,Eureka,27058.0,19336.0,4338.0,3384.0,7,Segunda,Noche,Línea 3,1074.0,10.6,1846.33,71.5
2023-06-21,2023,Río Ancho,RA-01,Eureka,43114.0,30540.0,6182.0,6392.0,3,Primera,Mañana,Línea 2,1697.0,20.8,2678.41,70.8
2023-06-28,2023,Río Ancho,RA-01,Eureka,49194.0,37682.0,6013.0,5499.0,4,Segunda,Tarde,Línea 2,2093.0,20.1,3642.97,76.6
2023-06-28,2023,Río Ancho,RA-01,Eureka,16655.0,12076.0,2866.0,1713.0,3,Primera,Mañana,Línea 2,671.0,8.5,1027.46,72.5
2023-07-05,2023,Río Ancho,RA-01,Eureka,56281.0,43138.0,8937.0,4206.0,6,Segunda,Noche,Línea 2,2397.0,20.3,4237.05,76.6
2023-07-05,2023,Río Ancho,RA-01,Eureka,15748.0,12026.0,2482.0,1240.0,2,Segunda,Mañana,Línea 2,668.0,8.4,1000.72,76.4
2023-07-12,2023,Río Ancho,RA-01,Eureka,61104.0,48043.0,7624.0,5437.0,5,Primera,Mañana,Línea 3,2669.0,24.6,4658.58,78.6
2023-07-12,2023,Río Ancho,RA-01,Eureka,8527.0,6267.0,1262.0,998.0,4,Primera,Mañana,Línea 1,348.0,4.5,694.42,73.5
2023-07-19,2023,Río Ancho,RA-01,Eureka,19058.0,14338.0,2930.0,1790.0,5,Primera,Mañana,Línea 3,797.0,6.8,1285.37,75.2
2023-07-19,2023,Río Ancho,RA-01,Eureka,50501.0,38046.0,7706.0,4749.0,6,Extra,Mañana,Línea 1,2114.0,19.7,3626.05,75.3
2023-07-26,2023,Río Ancho,RA-01,Eureka,15450.0,12089.0,2259.0,1102.0,4,Primera,Mañana,Línea 1,672.0,7.7,1046.39,78.2
2023-07-26,2023,Río Ancho,RA-01,Eureka,47169.0,33551.0,6940.0,6678.0,2,Primera,Noche,Línea 2,1864.0,17.0,3765.13,71.1
2023-08-02,2023,Río Ancho,RA-01,Eureka,12571.0,8957.0,2226.0,1388.0,5,Segunda,Tarde,Línea 3,498.0,5.4,831.47,71.3
2023-08-02,2023,Río Ancho,RA-01,Eureka,37233.0,27189.0,5681.0,4363.0,3,Segunda,Mañana,Línea 3,1510.0,18.3,2381.61,73.0
2023-08-09,2023,Río Ancho,RA-01,Eureka,47658.0,33912.0,8266.0,5480.0,2,Primera,Tarde,Línea 1,1884.0,16.8,3638.77,71.2
2023-08-16,2023,Río Ancho,RA-01,Eureka,44364.0,32782.0,7459.0,4123.0,4,Primera,Noche,Línea 1,1821.0,17.3,2926.2,73.9
2023-08-23,2023,Río Ancho,RA-01,Eureka,22709.0,16169.0,3885.0,2655.0,4,Segunda,Noche,Línea 1,898.0,8.0,1391.95,71.2
2023-08-23,2023,Río Ancho,RA-01,Eureka,33923.0,23841.0,5260.0,4822.0,7,Primera,Tarde,Línea 3,1324.0,12.7,2579.63,70.3
2023-08-30,2023,Río Ancho,RA-01,Eureka,20238.0,15112.0,3136.0,1990.0,7,Segunda,Noche,Línea 1,840.0,9.5,1597.85,74.7
2023-08-30,2023,Río Ancho,RA-01,Eureka,35608.0,26450.0,4673.0,4485.0,4,Primera,Noche,Línea 2,1469.0,13.8,2471.6,74.3
2023-09-06,2023,Río Ancho,RA-01,Eureka,39953.0,28266.0,6487.0,5200.0,4,Segunda,Tarde,Línea 2,1570.0,18.3,3008.03,70.7
2023-09-13,2023,Río Ancho,RA-01,Eureka,39921.0,27571.0,6556.0,5794.0,6,Extra,Tarde,Línea 2,1532.0,13.8,3110.23,69.1
2023-09-20,2023,Río Ancho,RA-01,Eureka,35362.0,25136.0,5913.0,4313.0,3,Extra,Mañana,Línea 2,1396.0,15.1,2797.23,71.1
2023-09-27,2023,Río Ancho,RA-01,Eureka,37569.0,27141.0,5708.0,4720.0,5,Primera,Mañana,Línea 2,1508.0,13.3,2221.56,72.2
2023-10-04,2023,Río Ancho,RA-01,Eureka,18004.0,11421.0,3128.0,3455.0,6,Segunda,Noche,Línea 1,634.0,5.5,1173.11,63.4
2023-10-11,2023,Río Ancho,RA-01,Eureka,17554.0,12092.0,2667.0,2795.0,5,Primera,Tarde,Línea 2,672.0,8.6,1247.43,68.9
2023-10-18,2023,Río Ancho,RA-01,Eureka,14710.0,9338.0,2714.0,2658.0,4,Extra,Tarde,Línea 1,519.0,5.4,1163.83,63.5
2023-10-25,2023,Río Ancho,RA-01,Eureka,15669.0,9992.0,2637.0,3040.0,7,Primera,Noche,Línea 1,555.0,4.7,1002.81,63.8
2023-11-01,2023,Río Ancho,RA-01,Eureka,5231.0,3197.0,984.0,1050.0,4,Primera,Noche,Línea 2,178.0,4.5,327.97,61.1
2023-11-08,2023,Río Ancho,RA-01,Eureka,6671.0,4627.0,1078.0,966.0,4,Primera,Mañana,Línea 3,257.0,4.5,428.01,69.4
2023-11-15,2023,Río Ancho,RA-01,Eureka,6063.0,4077.0,1161.0,825.0,4,Extra,Tarde,Línea 2,226.0,4.5,485.63,67.2
2023-11-22,2023,Río Ancho,RA-01,Eureka,5405.0,3287.0,975.0,1143.0,4,Primera,Tarde,Línea 3,183.0,4.5,341.98,60.8
2023-11-29,2023,Río Ancho,RA-01,Eureka,6178.0,4090.0,999.0,1089.0,6,Primera,Tarde,Línea 2,227.0,4.5,368.35,66.2
2023-03-01,2023,Río Ancho,RA-02,Lisbon,12529.0,7918.0,2278.0,2333.0,4,Primera,Noche,Línea 2,440.0,5.3,880.76,63.2
