fecha,campaña,pedido_id,finca,lote,variedad,cliente,destino,pais_provincia,canal,producto,calibre,calidad,kg_vendidos,cajas,precio_unitario_usd,importe_usd,tipo_cambio,importe_ars,margen_estimado,moneda,estado_cobro,estado_pedido
2023-10-04,2023,PED-2023-01599,Los Álamos,LA-02,Lisbon,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Lisbon,5,Primera,4026.0,224.0,0.3777,1520.81,337.08,512634.63,0.2244,USD,Cobrado,Parcial
2023-10-04,2023,PED-2023-01578,El Paraíso,EP-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Eureka,6,Primera,4581.0,254.0,0.3626,1661.18,338.32,562010.42,0.2615,USD,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01605,Río Ancho,RA-02,Lisbon,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Lisbon,5,Segunda,4528.0,252.0,0.3496,1582.78,352.71,558262.33,0.1723,USD,Cobrado,Parcial
2023-10-04,2023,PED-2023-01610,San Cayetano,SC-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Eureka,5,Primera,5762.0,320.0,0.3841,2213.31,338.0,748098.78,0.2286,USD,Vencido,Cumplido
2023-10-04,2023,PED-2023-01613,San Cayetano,SC-02,Lisbon,Fischer Import GmbH,Exportación,Alemania,Exportación Directa,Limón Lisbon,4,Segunda,3871.0,215.0,0.3803,1471.99,338.49,498253.9,0.1598,USD,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01585,La Esperanza,LE-01,Eureka,Medifresh SA,Exportación,España,Programa Retail UE,Limón Eureka,6,Extra,5752.0,320.0,0.3555,2044.82,340.77,696813.31,0.2619,USD,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01602,Río Ancho,RA-01,Eureka,Medifresh SA,Exportación,España,Trader Golfo,Limón Eureka,6,Segunda,7601.0,422.0,0.3164,2405.04,343.41,825914.79,0.2463,USD,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01608,Río Ancho,RA-03,Génova,Medifresh SA,Exportación,España,Exportación Directa,Limón Génova,7,Primera,2999.0,167.0,0.3173,951.67,341.18,324690.77,0.2441,USD,Vencido,Cumplido
2023-10-04,2023,PED-2023-01615,San Cayetano,SC-03,Génova,Medifresh SA,Exportación,España,Trader Golfo,Limón Génova,5,Segunda,3126.0,174.0,0.3325,1039.32,342.33,355790.42,0.2202,USD,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01590,La Esperanza,LE-02,Eureka,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,1932.0,107.0,0.0674,130.19,348.73,45401.16,0.0807,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01593,La Esperanza,LE-03,Lisbon,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Primera,2075.0,115.0,0.0766,158.87,337.39,53601.15,0.0823,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01596,La Esperanza,LE-04,Génova,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,3,Segunda,1660.0,92.0,0.0736,122.19,322.23,39373.28,0.0438,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01600,Los Álamos,LA-02,Lisbon,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,5,Primera,1549.0,86.0,0.0725,112.34,337.08,37867.57,0.0858,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01609,Río Ancho,RA-03,Génova,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,7,Primera,1823.0,101.0,0.0705,128.45,341.18,43824.57,0.0856,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01582,El Paraíso,EP-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,1934.0,107.0,0.068,131.44,352.04,46272.14,0.0508,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01587,La Esperanza,LE-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Extra,1754.0,97.0,0.0672,117.82,340.77,40149.52,0.0594,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01604,Río Ancho,RA-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Segunda,3128.0,174.0,0.0607,189.92,343.41,65220.43,0.071,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01607,Río Ancho,RA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,5,Segunda,2584.0,144.0,0.0654,169.01,352.71,59611.52,0.0664,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01612,San Cayetano,SC-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Primera,1932.0,107.0,0.0633,122.33,338.0,41347.54,0.0329,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01616,San Cayetano,SC-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,1841.0,102.0,0.0642,118.28,342.33,40490.79,0.0845,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01595,La Esperanza,LE-04,Génova,Central de Frutas SA,Mercado Interno,Buenos Aires,Retail Nacional,Limón Génova,3,Segunda,1504.0,84.0,0.2339,351.74,322.23,113341.18,0.1126,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01611,San Cayetano,SC-01,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Eureka,5,Primera,2438.0,135.0,0.2056,501.34,338.0,169452.92,0.1836,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01614,San Cayetano,SC-02,Lisbon,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Lisbon,4,Segunda,1514.0,84.0,0.1945,294.44,338.49,99665.0,0.1839,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01581,El Paraíso,EP-02,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,4,Primera,1924.0,107.0,0.2265,435.8,352.04,153419.03,0.2099,ARS,Vencido,Parcial
2023-10-04,2023,PED-2023-01586,La Esperanza,LE-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,6,Extra,1609.0,89.0,0.2211,355.74,340.77,121225.52,0.1452,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01589,La Esperanza,LE-02,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,5,Segunda,2951.0,164.0,0.2023,597.03,348.73,208202.27,0.1803,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01598,Los Álamos,LA-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,4,Segunda,1641.0,91.0,0.2229,365.86,344.29,125961.94,0.1729,ARS,Pendiente,Cumplido
2023-10-04,2023,PED-2023-01603,Río Ancho,RA-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,6,Segunda,3820.0,212.0,0.2037,778.3,343.41,267276.0,0.1155,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01579,El Paraíso,EP-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,6,Primera,1766.0,98.0,0.2074,366.35,338.32,123943.53,0.1503,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01592,La Esperanza,LE-03,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,5,Primera,1546.0,86.0,0.1977,305.65,337.39,103123.25,0.1121,ARS,Cobrado,Cumplido
2023-10-04,2023,PED-2023-01606,Río Ancho,RA-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Lisbon,5,Segunda,2651.0,147.0,0.2023,536.17,352.71,189112.52,0.1056,ARS,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01624,La Esperanza,LE-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Eureka,6,Segunda,5949.0,330.0,0.2946,1752.4,341.76,598900.22,0.2373,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01637,Los Álamos,LA-03,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Génova,4,Extra,2362.0,131.0,0.3561,841.13,346.15,291157.15,0.2021,USD,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01649,San Cayetano,SC-02,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Lisbon,6,Primera,4174.0,232.0,0.3163,1320.24,346.03,456842.65,0.2095,USD,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01617,El Paraíso,EP-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Eureka,4,Primera,4013.0,223.0,0.3954,1586.87,349.95,555325.16,0.1944,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01623,El Paraíso,EP-04,Génova,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Génova,4,Primera,2378.0,132.0,0.3978,945.88,349.62,330698.57,0.2643,USD,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01632,La Esperanza,LE-04,Génova,Citrus World Ltd,Exportación,Reino Unido,Programa Retail UE,Limón Génova,5,Extra,3647.0,203.0,0.3849,1403.68,348.08,488592.93,0.3215,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01633,Los Álamos,LA-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Eureka,6,Primera,4941.0,274.0,0.3651,1804.05,348.38,628494.94,0.2693,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01646,San Cayetano,SC-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Programa Retail UE,Limón Eureka,5,Primera,5721.0,318.0,0.3696,2114.27,346.03,731600.85,0.2292,USD,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01652,San Cayetano,SC-03,Génova,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Génova,7,Primera,3512.0,195.0,0.3448,1210.94,351.56,425718.07,0.213,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01627,La Esperanza,LE-02,Eureka,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Eureka,4,Extra,5581.0,310.0,0.4221,2355.85,325.36,766499.36,0.3122,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01638,Río Ancho,RA-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Eureka,5,Primera,8888.0,494.0,0.3961,3520.52,346.29,1219120.87,0.289,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01641,Río Ancho,RA-02,Lisbon,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Lisbon,3,Primera,6575.0,365.0,0.4284,2816.44,340.91,960152.56,0.2768,USD,Cobrado,Parcial
2023-10-11,2023,PED-2023-01619,El Paraíso,EP-02,Eureka,Medifresh SA,Exportación,España,Exportación Directa,Limón Eureka,3,Primera,6089.0,338.0,0.3761,2290.14,339.55,777617.04,0.2355,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01622,El Paraíso,EP-03,Lisbon,Medifresh SA,Exportación,España,Programa Retail UE,Limón Lisbon,5,Extra,3773.0,210.0,0.3544,1337.28,347.92,465266.46,0.2666,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01630,La Esperanza,LE-03,Lisbon,Medifresh SA,Exportación,España,Trader Golfo,Limón Lisbon,7,Segunda,3293.0,183.0,0.2906,957.04,340.12,325508.44,0.1589,USD,Vencido,Cumplido
2023-10-11,2023,PED-2023-01636,Los Álamos,LA-02,Lisbon,Medifresh SA,Exportación,España,Exportación Directa,Limón Lisbon,3,Segunda,2704.0,150.0,0.3367,910.47,352.39,320840.52,0.1687,USD,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01644,Río Ancho,RA-03,Génova,Medifresh SA,Exportación,España,Programa Retail UE,Limón Génova,6,Primera,3410.0,189.0,0.3456,1178.53,346.47,408325.29,0.1845,USD,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01626,La Esperanza,LE-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,6,Segunda,2129.0,118.0,0.0654,139.33,341.76,47617.42,0.0344,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01635,Los Álamos,LA-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,6,Primera,1897.0,105.0,0.0691,131.15,348.38,45690.04,0.0337,ARS,Vencido,Cumplido
2023-10-11,2023,PED-2023-01640,Río Ancho,RA-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,5,Primera,2667.0,148.0,0.0699,186.35,346.29,64531.14,0.0813,ARS,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01648,San Cayetano,SC-01,Eureka,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Primera,1640.0,91.0,0.0745,122.24,346.03,42298.71,0.0702,ARS,Cobrado,Parcial
2023-10-11,2023,PED-2023-01621,El Paraíso,EP-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,3,Primera,1790.0,99.0,0.0728,130.31,339.55,44246.76,0.0406,ARS,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01629,La Esperanza,LE-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,4,Extra,1865.0,104.0,0.072,134.21,325.36,43666.57,0.0502,ARS,Vencido,Cumplido
2023-10-11,2023,PED-2023-01643,Río Ancho,RA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,3,Primera,2714.0,151.0,0.0686,186.21,340.91,63480.85,0.0526,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01645,Río Ancho,RA-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Primera,1906.0,106.0,0.0624,118.89,346.47,41191.82,0.0568,ARS,Vencido,Cumplido
2023-10-11,2023,PED-2023-01651,San Cayetano,SC-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,6,Primera,1794.0,100.0,0.0644,115.45,346.03,39949.16,0.0624,ARS,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01654,San Cayetano,SC-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,7,Primera,1959.0,109.0,0.0631,123.63,351.56,43463.36,0.0722,ARS,Pendiente,Parcial
2023-10-11,2023,PED-2023-01618,El Paraíso,EP-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Distribuidor Regional,Limón Eureka,4,Primera,1687.0,94.0,0.2252,379.84,349.95,132925.01,0.1908,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01647,San Cayetano,SC-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Distribuidor Regional,Limón Eureka,5,Primera,2401.0,133.0,0.2379,571.1,346.03,197617.73,0.1397,ARS,Cobrado,Parcial
2023-10-11,2023,PED-2023-01625,La Esperanza,LE-01,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Eureka,6,Segunda,2776.0,154.0,0.1774,492.57,341.76,168340.72,0.1294,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01628,La Esperanza,LE-02,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Distribuidor Regional,Limón Eureka,4,Extra,1604.0,89.0,0.2136,342.67,325.36,111491.11,0.1223,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01653,San Cayetano,SC-03,Génova,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Génova,7,Primera,1676.0,93.0,0.1857,311.2,351.56,109405.47,0.1623,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01631,La Esperanza,LE-03,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Retail Nacional,Limón Lisbon,7,Segunda,2212.0,123.0,0.1892,418.42,340.12,142313.01,0.168,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01634,Los Álamos,LA-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,6,Primera,1832.0,102.0,0.2073,379.76,348.38,132300.79,0.1685,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01620,El Paraíso,EP-02,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,3,Primera,2062.0,115.0,0.2205,454.66,339.55,154379.8,0.1606,ARS,Pendiente,Cumplido
2023-10-11,2023,PED-2023-01639,Río Ancho,RA-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Retail Nacional,Limón Eureka,5,Primera,3204.0,178.0,0.2002,641.47,346.29,222134.65,0.1692,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01642,Río Ancho,RA-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,3,Primera,1699.0,94.0,0.2247,381.7,340.91,130125.35,0.1906,ARS,Cobrado,Cumplido
2023-10-11,2023,PED-2023-01650,San Cayetano,SC-02,Lisbon,Supermercados Norte SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,6,Primera,1636.0,91.0,0.201,328.83,346.03,113785.04,0.1912,ARS,Cobrado,Parcial
2023-10-18,2023,PED-2023-01661,El Paraíso,EP-04,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Programa Retail UE,Limón Génova,5,Primera,2519.0,140.0,0.3415,860.12,349.89,300947.39,0.2745,USD,Cobrado,Pendiente
2023-10-18,2023,PED-2023-01668,La Esperanza,LE-03,Lisbon,Al Salam Trading,Exportación,Emiratos Árabes,Trader Golfo,Limón Lisbon,5,Segunda,4623.0,257.0,0.3174,1467.2,347.92,510468.22,0.2794,USD,Pendiente,Pendiente
2023-10-18,2023,PED-2023-01671,La Esperanza,LE-04,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Génova,4,Primera,4083.0,227.0,0.3486,1423.31,345.9,492322.93,0.266,USD,Cobrado,Parcial
2023-10-18,2023,PED-2023-01673,Los Álamos,LA-01,Eureka,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Eureka,7,Segunda,4033.0,224.0,0.2953,1190.94,352.96,420354.18,0.2436,USD,Vencido,Cumplido
2023-10-18,2023,PED-2023-01693,San Cayetano,SC-03,Génova,Al Salam Trading,Exportación,Emiratos Árabes,Exportación Directa,Limón Génova,6,Primera,3196.0,178.0,0.3344,1068.63,346.81,370611.57,0.2484,USD,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01655,El Paraíso,EP-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Trader Golfo,Limón Eureka,4,Extra,3982.0,221.0,0.4121,1640.87,346.36,568331.73,0.2351,USD,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01656,El Paraíso,EP-02,Eureka,Citrus World Ltd,Exportación,Reino Unido,Programa Retail UE,Limón Eureka,4,Extra,4855.0,270.0,0.3885,1886.22,350.05,660271.31,0.2867,USD,Pendiente,Pendiente
2023-10-18,2023,PED-2023-01679,Río Ancho,RA-01,Eureka,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Eureka,4,Extra,7212.0,401.0,0.3895,2809.2,344.15,966786.18,0.2392,USD,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01682,Río Ancho,RA-02,Lisbon,Citrus World Ltd,Exportación,Reino Unido,Exportación Directa,Limón Lisbon,7,Segunda,5301.0,294.0,0.3174,1682.62,348.41,586241.63,0.2025,USD,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01662,La Esperanza,LE-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Programa Retail UE,Limón Eureka,4,Primera,5782.0,321.0,0.3801,2197.6,352.83,775379.21,0.2834,USD,Cobrado,Pendiente
2023-10-18,2023,PED-2023-01687,San Cayetano,SC-01,Eureka,Fischer Import GmbH,Exportación,Alemania,Trader Golfo,Limón Eureka,7,Primera,5193.0,288.0,0.3531,1833.74,347.61,637426.36,0.291,USD,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01659,El Paraíso,EP-03,Lisbon,Medifresh SA,Exportación,España,Programa Retail UE,Limón Lisbon,4,Segunda,3127.0,174.0,0.3377,1055.93,351.32,370969.33,0.2116,USD,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01665,La Esperanza,LE-02,Eureka,Medifresh SA,Exportación,España,Programa Retail UE,Limón Eureka,7,Segunda,4888.0,272.0,0.3158,1543.7,348.37,537778.77,0.22,USD,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01676,Los Álamos,LA-02,Lisbon,Medifresh SA,Exportación,España,Trader Golfo,Limón Lisbon,5,Segunda,3872.0,215.0,0.3254,1259.8,344.82,434404.24,0.277,USD,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01678,Los Álamos,LA-03,Génova,Medifresh SA,Exportación,España,Programa Retail UE,Limón Génova,7,Primera,2685.0,149.0,0.3075,825.65,343.78,283841.96,0.2413,USD,Vencido,Cumplido
2023-10-18,2023,PED-2023-01685,Río Ancho,RA-03,Génova,Medifresh SA,Exportación,España,Trader Golfo,Limón Génova,2,Segunda,2817.0,156.0,0.3519,991.39,353.92,350872.75,0.1651,USD,Cobrado,Parcial
2023-10-18,2023,PED-2023-01690,San Cayetano,SC-02,Lisbon,Medifresh SA,Exportación,España,Programa Retail UE,Limón Lisbon,5,Segunda,4584.0,255.0,0.344,1576.75,339.7,535621.98,0.1667,USD,Cobrado,Pendiente
2023-10-18,2023,PED-2023-01664,La Esperanza,LE-01,Eureka,Citromax SA,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,1604.0,89.0,0.0723,115.92,352.83,40900.05,0.0572,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01675,Los Álamos,LA-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,7,Segunda,1941.0,108.0,0.0655,127.08,352.96,44854.16,0.036,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01686,Río Ancho,RA-03,Génova,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,2,Segunda,1538.0,85.0,0.0766,117.74,353.92,41670.54,0.0471,ARS,Cobrado,Parcial
2023-10-18,2023,PED-2023-01689,San Cayetano,SC-01,Eureka,Citromax SA,Industria,Tucumán,Contrato Industria,Limón Industria,7,Primera,1656.0,92.0,0.067,110.93,347.61,38560.38,0.0503,ARS,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01658,El Paraíso,EP-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Extra,1710.0,95.0,0.0672,114.92,350.05,40227.75,0.0872,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01667,La Esperanza,LE-02,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,7,Segunda,1682.0,93.0,0.0552,92.89,348.37,32360.09,0.0372,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01670,La Esperanza,LE-03,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,5,Segunda,1621.0,90.0,0.0649,105.16,347.92,36587.27,0.0847,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01672,La Esperanza,LE-04,Génova,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Primera,1734.0,96.0,0.0691,119.78,345.9,41431.9,0.062,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01681,Río Ancho,RA-01,Eureka,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,4,Extra,2714.0,151.0,0.0727,197.38,344.15,67928.33,0.0707,ARS,Pendiente,Parcial
2023-10-18,2023,PED-2023-01684,Río Ancho,RA-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,7,Segunda,2447.0,136.0,0.0577,141.1,348.41,49160.65,0.037,ARS,Cobrado,Parcial
2023-10-18,2023,PED-2023-01692,San Cayetano,SC-02,Lisbon,Frutales Tucumán SRL,Industria,Tucumán,Mercado Industrial,Limón Industria,5,Segunda,2034.0,113.0,0.0626,127.26,339.7,43230.22,0.0429,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01694,San Cayetano,SC-03,Génova,Frutales Tucumán SRL,Industria,Tucumán,Contrato Industria,Limón Industria,6,Primera,1566.0,87.0,0.0642,100.59,346.81,34885.62,0.0355,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01660,El Paraíso,EP-03,Lisbon,Central de Frutas SA,Mercado Interno,Buenos Aires,Distribuidor Regional,Limón Lisbon,4,Segunda,1654.0,92.0,0.232,383.73,351.32,134812.02,0.1803,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01680,Río Ancho,RA-01,Eureka,Central de Frutas SA,Mercado Interno,Buenos Aires,Mercado Central,Limón Eureka,4,Extra,2126.0,118.0,0.2479,527.09,344.15,181398.02,0.1883,ARS,Cobrado,Pendiente
2023-10-18,2023,PED-2023-01657,El Paraíso,EP-02,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Mercado Central,Limón Eureka,4,Extra,1802.0,100.0,0.2081,374.98,350.05,131261.75,0.1242,ARS,Vencido,Pendiente
2023-10-18,2023,PED-2023-01666,La Esperanza,LE-02,Eureka,Frutales del Norte SRL,Mercado Interno,Salta,Retail Nacional,Limón Eureka,7,Segunda,3135.0,174.0,0.1617,506.91,348.37,176592.24,0.1345,ARS,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01691,San Cayetano,SC-02,Lisbon,Frutales del Norte SRL,Mercado Interno,Salta,Distribuidor Regional,Limón Lisbon,5,Segunda,1825.0,101.0,0.1979,361.2,339.7,122699.64,0.1568,ARS,Cobrado,Cumplido
2023-10-18,2023,PED-2023-01669,La Esperanza,LE-03,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Lisbon,5,Segunda,1733.0,96.0,0.2053,355.82,347.92,123796.89,0.1143,ARS,Cobrado,Pendiente
2023-10-18,2023,PED-2023-01677,Los Álamos,LA-02,Lisbon,La Morenita SA,Mercado Interno,Tucumán,Retail Nacional,Limón Lisbon,5,Segunda,1706.0,95.0,0.201,342.9,344.82,118238.78,0.0988,ARS,Pendiente,Cumplido
2023-10-18,2023,PED-2023-01688,San Cayetano,SC-01,Eureka,La Morenita SA,Mercado Interno,Tucumán,Distribuidor Regional,Limón Eureka,7,Primera,3019.0,168.0,0.2054,620.24,347.61,215601.63,0.1425,ARS,Vencido,Parcial
2023-10-18,2023,PED-2023-01663,La Esperanza,LE-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Mercado Central,Limón Eureka,4,Primera,2497.0,139.0,0.2089,521.7,352.83,184071.41,0.1264,ARS,Cobrado,Parcial
2023-10-18,2023,PED-2023-01674,Los Álamos,LA-01,Eureka,Supermercados Norte SA,Mercado Interno,Tucumán,Retail Nacional,Limón Eureka,7,Segunda,2328.0,129.0,0.1725,401.69,352.96,141780.5,0.1629,ARS,Pendiente,Parcial
